dataset,cell_id,protocol_id,split,split_seed,evaluation_partition,lpo_held_protocols,is_held_protocol,early_ratio,future_mask_definition,source_file,source_sha256,preprocessing_version,preprocessing_sha256
xjtu_lpo,3C_battery-1,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-10,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-11,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-12,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-13,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-14,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-15,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-2,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-3,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-4,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-5,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-6,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-7,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-8,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,3C_battery-9,Batch-2_3C,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-1,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-2,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-3,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-4,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-5,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-6,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-7,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
xjtu_lpo,RW_battery-8,Batch-5_RW,test,2026,test,Batch-2_3C;Batch-5_RW,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/XJTU/xjtu_lpo_records.pkl,1d1b54651083db19c07334fe0832e42945e73f0c7a9b33badcc9f0b53c939dde,scripts/DATASETS/build_xjtu_lpo.py,8b7449ed0906e46a263f3f2d92c310f77bde11a1a2b2cf00cc7778cd50ff6a42
